"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/09/2012","AQS","171190024","5","7.1","ug/m3 LC","30","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"04/15/2012","AQS","171190024","5","15.1","ug/m3 LC","57","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"04/21/2012","AQS","171190024","5","4.1","ug/m3 LC","17","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"04/27/2012","AQS","171190024","5","0.6","ug/m3 LC","3","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"05/03/2012","AQS","171190024","5","8.9","ug/m3 LC","37","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"05/09/2012","AQS","171190024","5","4.5","ug/m3 LC","19","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"05/15/2012","AQS","171190024","5","8.3","ug/m3 LC","35","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"05/21/2012","AQS","171190024","5","3.5","ug/m3 LC","15","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"05/27/2012","AQS","171190024","5","0.3","ug/m3 LC","1","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"06/02/2012","AQS","171190024","5","15.7","ug/m3 LC","59","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"06/08/2012","AQS","171190024","5","12.7","ug/m3 LC","52","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"06/14/2012","AQS","171190024","5","16.2","ug/m3 LC","60","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"06/20/2012","AQS","171190024","5","12.2","ug/m3 LC","51","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"06/26/2012","AQS","171190024","5","8","ug/m3 LC","33","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"07/02/2012","AQS","171190024","5","25.4","ug/m3 LC","79","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"07/07/2012","AQS","171190024","5","19.3","ug/m3 LC","66","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"07/14/2012","AQS","171190024","5","17.3","ug/m3 LC","62","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"07/20/2012","AQS","171190024","5","13.6","ug/m3 LC","54","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"07/26/2012","AQS","171190024","5","15.4","ug/m3 LC","58","Gateway Regional Medical Center","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7006315001362","-90.1447626742938"
"01/09/2012","AQS","171191007","3","14.1","ug/m3 LC","55","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/10/2012","AQS","171191007","3","20.6","ug/m3 LC","69","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/11/2012","AQS","171191007","3","16.9","ug/m3 LC","61","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/12/2012","AQS","171191007","3","4.7","ug/m3 LC","20","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/13/2012","AQS","171191007","3","9.8","ug/m3 LC","41","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/14/2012","AQS","171191007","3","14.4","ug/m3 LC","56","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/15/2012","AQS","171191007","3","14.3","ug/m3 LC","56","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/16/2012","AQS","171191007","3","12.4","ug/m3 LC","52","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/17/2012","AQS","171191007","3","7.4","ug/m3 LC","31","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/21/2012","AQS","171191007","3","11.4","ug/m3 LC","48","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/22/2012","AQS","171191007","3","15.2","ug/m3 LC","58","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/23/2012","AQS","171191007","3","11.2","ug/m3 LC","47","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/24/2012","AQS","171191007","3","9.1","ug/m3 LC","38","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/25/2012","AQS","171191007","3","12.1","ug/m3 LC","51","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/26/2012","AQS","171191007","3","9","ug/m3 LC","38","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/27/2012","AQS","171191007","3","11.5","ug/m3 LC","48","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/28/2012","AQS","171191007","3","6.8","ug/m3 LC","28","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/29/2012","AQS","171191007","3","4.9","ug/m3 LC","20","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/30/2012","AQS","171191007","3","15.2","ug/m3 LC","58","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"01/31/2012","AQS","171191007","3","17.1","ug/m3 LC","62","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/01/2012","AQS","171191007","3","8.6","ug/m3 LC","36","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/02/2012","AQS","171191007","3","15.8","ug/m3 LC","59","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/03/2012","AQS","171191007","3","12.1","ug/m3 LC","51","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/04/2012","AQS","171191007","3","8.6","ug/m3 LC","36","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/05/2012","AQS","171191007","3","11.6","ug/m3 LC","48","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/06/2012","AQS","171191007","3","15.8","ug/m3 LC","59","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/07/2012","AQS","171191007","3","18.4","ug/m3 LC","64","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/08/2012","AQS","171191007","3","9.7","ug/m3 LC","40","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/09/2012","AQS","171191007","3","10.9","ug/m3 LC","45","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/10/2012","AQS","171191007","3","14","ug/m3 LC","55","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/11/2012","AQS","171191007","3","3.8","ug/m3 LC","16","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/12/2012","AQS","171191007","3","5.6","ug/m3 LC","23","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/13/2012","AQS","171191007","3","8","ug/m3 LC","33","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/14/2012","AQS","171191007","3","11.1","ug/m3 LC","46","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/15/2012","AQS","171191007","3","15.5","ug/m3 LC","58","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/16/2012","AQS","171191007","3","19.4","ug/m3 LC","66","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/17/2012","AQS","171191007","3","24.5","ug/m3 LC","77","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/18/2012","AQS","171191007","3","11.7","ug/m3 LC","49","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/19/2012","AQS","171191007","3","6.4","ug/m3 LC","27","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/20/2012","AQS","171191007","3","13.6","ug/m3 LC","54","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/21/2012","AQS","171191007","3","8.3","ug/m3 LC","35","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/22/2012","AQS","171191007","3","8.9","ug/m3 LC","37","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/23/2012","AQS","171191007","3","10.1","ug/m3 LC","42","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/24/2012","AQS","171191007","3","5.7","ug/m3 LC","24","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/25/2012","AQS","171191007","3","7.4","ug/m3 LC","31","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/26/2012","AQS","171191007","3","11.2","ug/m3 LC","47","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/27/2012","AQS","171191007","3","7.9","ug/m3 LC","33","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/28/2012","AQS","171191007","3","19","ug/m3 LC","66","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"02/29/2012","AQS","171191007","3","11.1","ug/m3 LC","46","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/01/2012","AQS","171191007","3","8.1","ug/m3 LC","34","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/02/2012","AQS","171191007","3","11.2","ug/m3 LC","47","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/03/2012","AQS","171191007","3","6","ug/m3 LC","25","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/04/2012","AQS","171191007","3","8.4","ug/m3 LC","35","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/05/2012","AQS","171191007","3","9.4","ug/m3 LC","39","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/06/2012","AQS","171191007","3","14.5","ug/m3 LC","56","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/07/2012","AQS","171191007","3","14.5","ug/m3 LC","56","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/08/2012","AQS","171191007","3","8.5","ug/m3 LC","35","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/09/2012","AQS","171191007","3","7.3","ug/m3 LC","30","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/10/2012","AQS","171191007","3","10.5","ug/m3 LC","44","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/11/2012","AQS","171191007","3","19.4","ug/m3 LC","66","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/12/2012","AQS","171191007","3","10.2","ug/m3 LC","43","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/13/2012","AQS","171191007","3","15.7","ug/m3 LC","59","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/14/2012","AQS","171191007","3","17.6","ug/m3 LC","63","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/15/2012","AQS","171191007","3","16.6","ug/m3 LC","60","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/20/2012","AQS","171191007","3","12.2","ug/m3 LC","51","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/21/2012","AQS","171191007","3","19.8","ug/m3 LC","67","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/22/2012","AQS","171191007","3","11.5","ug/m3 LC","48","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/23/2012","AQS","171191007","3","11.5","ug/m3 LC","48","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/24/2012","AQS","171191007","3","10.8","ug/m3 LC","45","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/25/2012","AQS","171191007","3","14.7","ug/m3 LC","56","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/26/2012","AQS","171191007","3","15.8","ug/m3 LC","59","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/27/2012","AQS","171191007","3","15.2","ug/m3 LC","58","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/28/2012","AQS","171191007","3","14.7","ug/m3 LC","56","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/29/2012","AQS","171191007","3","8.3","ug/m3 LC","35","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/30/2012","AQS","171191007","3","17.4","ug/m3 LC","62","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"03/31/2012","AQS","171191007","3","23.8","ug/m3 LC","76","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"04/01/2012","AQS","171191007","3","18.1","ug/m3 LC","64","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
"04/02/2012","AQS","171191007","3","22.4","ug/m3 LC","73","FIRESTATION #1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41180","St. Louis, MO-IL","17","Illinois","119","Madison","38.7045342604079","-90.1396748417377"
